ID ANSSI,Titre ANSSI,Type,Date de publication,Lien ANSSI,CVE,Description,Score CVSS,Gravité CVSS,Type CWE,CWE Description,Score EPSS,Éditeur,Produit,Versions affectées
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn7606_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn7606,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9000_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9000,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9001_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9001,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9002_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9002,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9003_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9003,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9011_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9011,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9012_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9012,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9022_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9022,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9024_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9024,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9070_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9070,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9072_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9072,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9074_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9074,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9100_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9100,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9274_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcn9274,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs2290_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs2290,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs405_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs405,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs410_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs410,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs4290_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs4290,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs603_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs603,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs605_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs605,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs610_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs610,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs6125_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs6125,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs6490_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcs6490,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcx315_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qcx315,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qrb5165_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qrb5165,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qrb5165m_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qrb5165m,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qrb5165n_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qrb5165n,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qsm8250_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qsm8250,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qsm8350_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,qsm8350,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa4150p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa4150p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa4155p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa4155p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa415m_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa415m,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33286,Transient DOS due to buffer over-read in WLAN while processing 802.11 management frames.,7.5,HIGH,CWE-787,CWE-787,0.00123,qualcomm,sa515m_firmware,-
